"FIPS","Name of Area","Qualifying Name","Nation","State","County","Census Tract","Total Population","Not Hispanic or Latino","Not Hispanic or Latino: White Alone","Not Hispanic or Latino: Black or African American Alone","Not Hispanic or Latino: American Indian and Alaska Native Alone","Not Hispanic or Latino: Asian Alone","Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Not Hispanic or Latino: Some Other Race Alone","Not Hispanic or Latino: Two or More Races","Hispanic or Latino","Hispanic or Latino: White Alone","Hispanic or Latino: Black or African American Alone","Hispanic or Latino: American Indian and Alaska Native Alone","Hispanic or Latino: Asian Alone","Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Hispanic or Latino: Some Other Race Alone","Hispanic or Latino: Two or More Races","Total Population","Housing Units","Housing Units","Housing Units: Occupied","Housing Units: Vacant","Average Commute to Work (in Min)","Owner-Occupied Housing Units: Median Value [Dollars adjusted for inflation to match value in 2021]","Occupied Housing Units","Occupied Housing Units: Owner Occupied","Occupied Housing Units: Renter Occupied"
Geo_FIPS,Geo_NAME,Geo_QName,Geo_NATION,Geo_STATE,Geo_COUNTY,Geo_CT,SE_T013_001,SE_T013_002,SE_T013_003,SE_T013_004,SE_T013_005,SE_T013_006,SE_T013_007,SE_T013_008,SE_T013_009,SE_T013_010,SE_T013_011,SE_T013_012,SE_T013_013,SE_T013_014,SE_T013_015,SE_T013_016,SE_T013_017,SE_T001_001,SE_T155_001,SE_T157_001,SE_T157_002,SE_T157_003,SE_T198_001,SE_T163_001,SE_T156_001,SE_T156_002,SE_T156_003
"06037186202","Census Tract 1862.02","Census Tract 1862.02, Los Angeles County, California","00","06","037","186202",2032,1025.479,391.3833,54.37957,5.986742,519.3499,1.496685,4.739504,48.14338,1006.521,460.2308,8.980113,11.47459,4.490056,0,450.0034,71.34201,2032,735.122023078811,735.122023078811,706.934446354038,28.1875767247729,34,287645.110279314,706.934446354038,355.213356248465,351.721090105573
"06037186203","Census Tract 1862.03","Census Tract 1862.03, Los Angeles County, California","00","06","037","186203",2977,1502.387,573.3996,79.66929,8.770931,760.8782,2.192733,6.943653,70.5329,1474.613,674.2653,13.1564,16.81095,6.578198,0,659.2816,104.5203,2977,1076.99717652836,1076.99717652836,1035.70071200589,41.296464522465,34,287645.110279314,1035.70071200589,520.40854407071,515.292167935183
"06037186301","Census Tract 1863.01","Census Tract 1863.01, Los Angeles County, California","00","06","037","186301",3340.002,644.5256,242.617,50.12605,8.385664,304.5286,5.185155,1.963109,31.71994,2695.477,1123.501,13.97727,41.07479,4.966651,0,1347.574,164.3829,3340.00214053431,913.843704770822,913.843704770822,858.235819235744,55.6078855350786,30,261280.595995213,858.235819235744,229.01999783813,629.215821397614
"06037186302","Census Tract 1863.02","Census Tract 1863.02, Los Angeles County, California","00","06","037","186302",5344,2324.465,1008.549,130.1072,20.95686,1044.35,1.746405,7.858824,110.8967,3019.535,1168.345,11.35163,25.32288,8.732026,0,1652.973,152.8105,5344,1796.17777777778,1796.17777777778,1713.22352941176,82.9542483660131,30,300016.321171451,1713.22352941176,999.816993464052,713.406535947712
"06037186401","Census Tract 1864.01","Census Tract 1864.01, Los Angeles County, California","00","06","037","186401",3675,440.0104,137.8346,44.76679,7.657477,219.1217,7.06844,1.178073,22.38339,3234.99,1367.154,17.6711,53.60234,5.30133,0,1587.454,203.8067,3675,935.979323609553,935.979323609553,873.541432921942,62.4378906876102,30,212915.037215525,873.541432921942,120.16348773842,753.377945183523
"06037186403","Census Tract 1864.03","Census Tract 1864.03, Los Angeles County, California","00","06","037","186403",3031.707,720.0106,196.7959,18.89241,12.59494,461.2896,0,3.673524,26.76424,2311.696,885.3192,18.36762,33.5865,4.723102,0,1228.531,141.1683,3031.70655706366,791.906732665581,791.906732665581,763.568121953891,28.3386107116908,29,268395.585928288,763.568121953891,279.18779441888,484.380327535011
"06037186404","Census Tract 1864.04","Census Tract 1864.04, Los Angeles County, California","00","06","037","186404",2745.293,651.9894,178.2041,17.10759,11.40506,417.7104,0,3.326476,24.23576,2093.304,801.6808,16.63238,30.4135,4.276898,0,1112.469,127.8317,2745.29344293634,717.093267334419,717.093267334419,691.431878046109,25.6613892883092,29,268395.585928288,691.431878046109,252.81220558112,438.619672464989
"06037187101","Census Tract 1871.01","Census Tract 1871.01, Los Angeles County, California","00","06","037","187101",3434.034,1561.943,605.127,25.57426,12.06463,841.2677,4.018982,5.536673,68.35345,1872.092,768.5647,3.035384,24.59415,10.50465,1.997956,972.6606,90.73433,3434.0344384793,1226.94530055169,1226.94530055169,1168.63546243662,58.3098381150702,27,304181.912593747,1168.63546243662,488.367428895978,680.268033540639
"06037187102","Census Tract 1871.02","Census Tract 1871.02, Los Angeles County, California","00","06","037","187102",3443.056,1566.444,607.1671,25.71838,12.10109,843.3145,4.030735,5.554474,68.55803,1876.611,770.3438,3.047478,24.66272,10.5285,2.002044,975.0568,90.97,3443.05566711747,1230.40371423191,1230.40371423191,1171.91808033008,58.4856339018293,27,304225.81169206,1171.91808033008,489.728563712284,682.189516617794
"06037187200","Census Tract 1872","Census Tract 1872, Los Angeles County, California","00","06","037","187200",3351.91,750.8366,268.9231,37.00293,10.02602,392.3694,0.3078051,3.564309,38.64309,2601.073,1102.007,12.51301,14.59033,12.2052,0,1317.398,142.3606,3351.90989440323,919.645675481891,919.645675481891,877.72079351649,41.9248819654013,28,245376.553415255,877.72079351649,387.550025090852,490.170768425638
"06037187300","Census Tract 1873","Census Tract 1873, Los Angeles County, California","00","06","037","187300",3122,1993.89,1235.686,136.9567,17.67606,490.0179,5.032551,9.715955,98.80465,1128.11,358.1517,9.719329,26.80448,4.216751,0.1175068,648.0724,81.02795,3122,1470.21560668901,1470.21560668901,1380.99928564539,89.2163210436209,31,408755.082753012,1380.99928564539,569.830863736105,811.168421909286
"06037188100","Census Tract 1881","Census Tract 1881, Los Angeles County, California","00","06","037","188100",4348,1786,1084,109,8,454,1,22,108,2562,1034,5,15,8,6,1350,144,4348,1805,1805,1726,79,29,295282.904097773,1726,429,1297
"06037188201","Census Tract 1882.01","Census Tract 1882.01, Los Angeles County, California","00","06","037","188201",3319,2786.072,1962.509,156.5403,4.604127,527.1725,4.604127,13.23686,117.4052,532.9277,272.7945,6.330675,8.632738,4.028611,0,200.2795,40.86163,3319,1868.70001734004,1868.70001734004,1800.78914513612,67.9108722039188,26,736718.123429929,1800.78914513612,570.336223339691,1230.45292179643
"06037188202","Census Tract 1882.02","Census Tract 1882.02, Los Angeles County, California","00","06","037","188202",2417.289,2029.148,1429.332,114.0112,3.353271,383.9495,3.353271,9.640653,85.5084,388.1411,198.6813,4.610747,6.287382,2.934112,0,145.8673,29.76028,2417.28889975453,1361.00867999011,1361.00867999011,1311.54793954082,49.4607404492863,26,736718.123429931,1311.54793954082,415.386388010532,896.161551530289
"06037188300","Census Tract 1883","Census Tract 1883, Los Angeles County, California","00","06","037","188300",3694,2404,1132,52,16,1059,8,10,127,1290,611,7,14,14,1,535,108,3694,1431,1431,1382,49,27,349060.303422724,1382,800,582
"06037189101","Census Tract 1891.01","Census Tract 1891.01, Los Angeles County, California","00","06","037","189101",2980,2492.917,1838.086,86.487,8.078456,364.0057,0.9504066,9.028863,186.2797,487.0834,223.8208,3.326423,5.70244,3.801627,0,213.8415,36.59066,2980,1662.26120236007,1662.26120236007,1596.20794131717,66.0532610428959,27,387647.370676556,1596.20794131717,330.266305214479,1265.94163610269
"06037189102","Census Tract 1891.02","Census Tract 1891.02, Los Angeles County, California","00","06","037","189102",3291,2753.083,2029.914,95.513,8.921544,401.9943,1.049593,9.971137,205.7203,537.9166,247.1792,3.673577,6.29756,4.198373,0,236.1585,40.40934,3291,1835.73879763993,1835.73879763993,1762.79205868283,72.9467389571041,27,387647.370676556,1762.79205868283,364.733694785521,1398.05836389731
"06037189201","Census Tract 1892.01","Census Tract 1892.01, Los Angeles County, California","00","06","037","189201",3905,3347.393,2541.377,128.004,7.01392,424.3422,1.75348,19.87277,225.0299,557.6066,243.1492,2.922467,8.7674,2.337973,1.75348,262.4375,36.23859,3905,1979.09444693908,1979.09444693908,1917.72264631043,61.3718006286484,28,774887.013559224,1917.72264631043,462.918724741805,1454.80392156863
"06037189202","Census Tract 1892.02","Census Tract 1892.02, Los Angeles County, California","00","06","037","189202",2776,2379.607,1806.623,90.99596,4.98608,301.6578,1.24652,14.12723,159.9701,396.3934,172.8508,2.077533,6.2326,1.662027,1.24652,186.5625,25.76141,2776,1406.90555306092,1406.90555306092,1363.27735368957,43.6281993713516,28,774887.013559224,1363.27735368957,329.081275258195,1034.19607843137
"06037189300","Census Tract 1893","Census Tract 1893, Los Angeles County, California","00","06","037","189300",2953.639,2779.11,2098.162,74.38936,1.90742,453.9659,0,18.12049,132.5657,174.5289,113.4915,0.9537098,1.90742,0,0,41.96323,16.21307,2953.6392141096,1292.27676303471,1292.27676303471,1234.10046595345,58.1762970812676,27,1010731.69803492,1234.10046595345,1065.29383343895,168.806632514498
"06037189400","Census Tract 1894","Census Tract 1894, Los Angeles County, California","00","06","037","189400",2967.861,2810.822,2486.236,91.75784,5.667486,125.7628,3.726564,8.145207,89.52632,157.0393,90.77962,0.3460394,1.018151,0.4613859,0.230693,53.17454,11.02887,2967.86117848138,1872.00482013482,1872.00482013482,1738.14551956964,133.859300565183,32,718041.846000282,1738.14551956964,872.664009725594,865.481509844047
"06037189500","Census Tract 1895","Census Tract 1895, Los Angeles County, California","00","06","037","189500",4473,3875,3092,261,15,225,4,18,260,598,277,11,6,2,4,241,57,4473,2947,2947,2795,152,27,458180.087183988,2795,417,2378
"06037189600","Census Tract 1896","Census Tract 1896, Los Angeles County, California","00","06","037","189600",3511,2946,2450,203,19,158,5,16,95,565,256,17,5,3,0,243,41,3511,2161,2161,2022,139,29,635467.741141971,2022,666,1356
"06037189701","Census Tract 1897.01","Census Tract 1897.01, Los Angeles County, California","00","06","037","189701",3394.523,3128.556,2582.454,165.9279,8.542579,222.4644,1.166259,10.04862,137.9522,265.9674,178.3975,2.538786,0.8066334,3.224346,1.612095,51.34373,28.04436,3394.52314314795,2322.06442288581,2322.06442288581,1864.82501179215,457.239411093667,30,799574.019790111,1864.82501179215,984.202766006168,880.622245785979
"06037189702","Census Tract 1897.02","Census Tract 1897.02, Los Angeles County, California","00","06","037","189702",2179,1977.376,1678.633,108.7402,3.601208,103.4668,3.640483,16.16163,63.13293,201.6239,105.506,1.280967,3.361027,1.640483,0.08006042,72.26888,17.4864,2179,1423.6419939577,1423.6419939577,1323.63141993958,100.010574018127,28,601889.68562148,1323.63141993958,517.089123867069,806.542296072508
"06037189800","Census Tract 1898","Census Tract 1898, Los Angeles County, California","00","06","037","189800",3981,3709.172,3293.162,118.1172,9.894063,139.8993,6.723516,13.09992,128.2757,271.8279,174.0225,5.723516,0.7235157,0.7235157,0,72.60555,18.0293,3981,2340.34439270469,2340.34439270469,2212.08071400854,128.263678696158,30,802511.523652621,2212.08071400854,870.815677143966,1341.26503686457
"06037189902","Census Tract 1899.02","Census Tract 1899.02, Los Angeles County, California","00","06","037","189902",5593,5114,4356,267,11,246,3,21,210,479,264,10,1,3,0,159,42,5593,3126,3126,3054,72,27,313914.616838206,3054,87,2967
"06037189903","Census Tract 1899.03","Census Tract 1899.03, Los Angeles County, California","00","06","037","189903",2245,2069.331,1729.049,106.8755,6.142271,135.7442,1.535568,5.835157,84.14911,175.6689,103.1902,2.149795,0.6142271,1.535568,0.3071135,58.04446,9.827633,2245,1427.7708618331,1427.7708618331,1381.70383036936,46.0670314637483,31,346761.408390364,1381.70383036936,169.219562243502,1212.48426812585
"06037189904","Census Tract 1899.04","Census Tract 1899.04, Los Angeles County, California","00","06","037","189904",2496,2300.691,1922.364,118.8246,6.829001,150.9209,1.70725,6.487551,93.55732,195.3094,114.7272,2.39015,0.6829001,1.70725,0.3414501,64.53406,10.9264,2496,1587.40136798906,1587.40136798906,1536.18385772914,51.217510259918,31,346761.408390364,1536.18385772914,188.138987688099,1348.04487004104
"06037189905","Census Tract 1899.05","Census Tract 1899.05, Los Angeles County, California","00","06","037","189905",2569,2367.978,1978.587,122.2999,7.028728,155.3349,1.757182,6.677291,96.29357,201.0216,118.0826,2.460055,0.7028728,1.757182,0.3514364,66.42148,11.24596,2569,1633.82777017784,1633.82777017784,1581.1123119015,52.7154582763338,31,346761.408390364,1581.1123119015,193.641450068399,1387.47086183311
"06037190100","Census Tract 1901","Census Tract 1901, Los Angeles County, California","00","06","037","190100",4872,3899.624,2937.367,307.2598,18.39879,407.5332,7.359517,24.83837,196.8671,972.3761,396.494,14.71903,15.63897,7.359517,0.9199396,439.7311,97.5136,4872,3075.3580060423,3075.3580060423,2914.36858006042,160.989425981873,30,640627.144293462,2914.36858006042,138.910876132931,2775.45770392749
"06037190201","Census Tract 1902.01","Census Tract 1902.01, Los Angeles County, California","00","06","037","190201",3068,1996.659,1339.053,314.3992,11.92035,200.1625,4.966812,18.87389,107.2831,1071.341,375.491,36.75441,18.37721,3.97345,0.4966812,540.8859,95.3628,3068,1892.35551238465,1892.35551238465,1776.1321029626,116.22340942205,32,373542.207452376,1776.1321029626,22.8473368949328,1753.28476606767
"06037190202","Census Tract 1902.02","Census Tract 1902.02, Los Angeles County, California","00","06","037","190202",3109,2023.341,1356.947,318.6008,12.07965,202.8375,5.033188,19.12611,108.7169,1085.659,380.509,37.24559,18.62279,4.02655,0.5033188,548.1141,96.6372,3109,1917.64448761535,1917.64448761535,1799.8678970374,117.77659057795,32,373542.207452376,1799.8678970374,23.1526631050672,1776.71523393233
"06037190301","Census Tract 1903.01","Census Tract 1903.01, Los Angeles County, California","00","06","037","190301",5676,4197,2995,353,17,357,6,31,438,1479,509,16,25,3,1,812,113,5676,2774,2774,2639,135,32,358876.210854541,2639,117,2522
"06037190401","Census Tract 1904.01","Census Tract 1904.01, Los Angeles County, California","00","06","037","190401",3768,2896.399,1955.419,183.0654,6.996132,378.3741,4.081077,13.99226,354.4707,871.6014,307.8298,5.83011,9.328176,3.498066,1.166022,472.2389,71.71035,3768,1798.58889060808,1798.58889060808,1750.19897880241,48.389911805663,30,1.57769869513642,1750.19897880241,15.7412966114807,1734.45768219093
"06037190402","Census Tract 1904.02","Census Tract 1904.02, Los Angeles County, California","00","06","037","190402",2695,2071.601,1398.581,130.9346,5.003868,270.6259,2.918923,10.00774,253.5293,623.3986,220.1702,4.16989,6.671824,2.501934,0.833978,337.7611,51.28965,2695,1286.41110939192,1286.41110939192,1251.80102119759,34.610088194337,30,1.57769869513642,1251.80102119759,11.2587033885193,1240.54231780907
"06037190510","Census Tract 1905.10","Census Tract 1905.10, Los Angeles County, California","00","06","037","190510",4187.63,2104.312,1086.645,265.913,2.999019,605.8018,1.999346,5.998038,134.9558,2083.318,666.7819,16.99444,8.997057,0.999673,3.998692,1305.573,79.97384,4187.63001263025,1470.51891825713,1470.51891825713,1435.53036479757,34.9885534595509,32,1.57769869513642,1435.53036479757,22.9924779877049,1412.53788680987
"06037190520","Census Tract 1905.20","Census Tract 1905.20, Los Angeles County, California","00","06","037","190520",4326,2625,1763,140,4,380,6,6,326,1701,703,12,27,8,2,830,119,4326,1635,1635,1597,38,31,187856.599265949,1597,99,1498
"06037190700","Census Tract 1907","Census Tract 1907, Los Angeles County, California","00","06","037","190700",3269,1664,1124,216,5,216,3,12,88,1605,637,21,14,9,1,813,110,3269,1491,1491,1427,64,27,270205.250630648,1427,100,1327
"06037190801","Census Tract 1908.01","Census Tract 1908.01, Los Angeles County, California","00","06","037","190801",2979,1330.872,864.4293,157.2119,6.137401,206.3111,6.609509,7.081616,83.09097,1648.128,616.5727,19.82853,14.63534,4.721078,0.4721078,892.7558,99.14263,2979,1355.89350237718,1355.89350237718,1308.21061806656,47.6828843106181,29,281101.676863177,1308.21061806656,81.2025356576862,1227.00808240887
"06037190802","Census Tract 1908.02","Census Tract 1908.02, Los Angeles County, California","00","06","037","190802",3331,1488.128,966.5707,175.7881,6.862599,230.6889,7.390491,7.918384,92.90903,1842.872,689.4273,22.17147,16.36466,5.278922,0.5278922,998.2442,110.8574,3331,1516.10649762282,1516.10649762282,1462.78938193344,53.3171156893819,29,281101.676863178,1462.78938193344,90.7974643423138,1371.99191759113
"06037190901","Census Tract 1909.01","Census Tract 1909.01, Los Angeles County, California","00","06","037","190901",4931.37,1265.688,755.3555,115.087,13.00098,188.1982,3.000654,8.001962,183.0442,3665.682,1070.218,11.00556,44.00294,0.000327044,3.001308,2274.427,263.0262,4931.36998736975,1545.48108174287,1545.48108174287,1497.46963520243,48.0114465404491,36,313684.363826465,1497.46963520243,81.0075220122951,1416.46211319013
"06037190902","Census Tract 1909.02","Census Tract 1909.02, Los Angeles County, California","00","06","037","190902",4621,1609,940,123,6,274,3,2,261,3012,820,20,18,0,3,1976,175,4621,1662,1662,1586,76,34,286216.524124507,1586,108,1478
"06037191000","Census Tract 1910","Census Tract 1910, Los Angeles County, California","00","06","037","191000",3036,1200,772,174,10,145,4,14,81,1836,585,22,22,3,2,1071,131,3036,1352,1352,1298,54,31,503450.177952933,1298,55,1243
"06037191110","Census Tract 1911.10","Census Tract 1911.10, Los Angeles County, California","00","06","037","191110",3818,2126,1326,111,2,316,1,7,363,1692,591,9,9,4,0,960,119,3818,1222,1222,1206,16,35,268084.263233986,1206,51,1155
"06037191120","Census Tract 1911.20","Census Tract 1911.20, Los Angeles County, California","00","06","037","191120",4768,2188,1419,114,8,385,2,10,250,2580,935,2,24,2,3,1455,159,4768,1668,1668,1566,102,33,362519.911163802,1566,134,1432
"06037191201","Census Tract 1912.01","Census Tract 1912.01, Los Angeles County, California","00","06","037","191201",4774,3071,1907,185,14,545,3,23,394,1703,698,16,29,2,1,811,146,4774,1826,1826,1754,72,30,401371.76861029,1754,103,1651
"06037191203","Census Tract 1912.03","Census Tract 1912.03, Los Angeles County, California","00","06","037","191203",3313,1653,778,94,4,581,5,4,187,1660,702,2,24,0,1,814,117,3313,1283,1283,1232,51,32,356103.57321883,1232,72,1160
"06037191204","Census Tract 1912.04","Census Tract 1912.04, Los Angeles County, California","00","06","037","191204",2514,1266,702,40,2,346,2,8,166,1248,457,12,15,5,0,670,89,2514,873,873,854,19,36,348892.350524415,854,99,755
"06037191301","Census Tract 1913.01","Census Tract 1913.01, Los Angeles County, California","00","06","037","191301",2668,1210.641,354.2989,106.1462,14.34409,650.2652,1.434409,1.912545,82.23943,1457.359,480.0487,8.128315,11.47527,4.781362,3.82509,841.0416,108.0588,2668,985.43870967742,985.43870967742,933.8,51.6387096774194,33,334544.537470361,933.8,101.364874551971,832.435125448029
"06037191302","Census Tract 1913.02","Census Tract 1913.02, Los Angeles County, California","00","06","037","191302",2912,1321.359,386.7011,115.8538,15.65591,709.7348,1.565591,2.087455,89.76057,1590.641,523.9513,8.871685,12.52473,5.218638,4.17491,917.9584,117.9412,2912,1075.56129032258,1075.56129032258,1019.2,56.3612903225806,33,334544.537470361,1019.2,110.635125448029,908.564874551971
